epoch,eval_accuracy,eval_loss,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_model_preparation_time,eval_runtime,eval_samples_per_second,eval_steps_per_second,grad_norm,learning_rate,loss,step
0.032044862807931104,,,,,,,,,,198.28103637695312,4.736842105263158e-06,21.942027282714843,10
0.06408972561586221,,,,,,,,,,226.7196502685547,1e-05,21.963824462890624,20
0.09613458842379331,,,,,,,,,,288.2291564941406,9.835255354200988e-06,21.66663818359375,30
0.12817945123172442,,,,,,,,,,237.2487335205078,9.670510708401978e-06,22.71611785888672,40
0.1602243140396555,,,,,,,,,,158.75990295410156,9.505766062602965e-06,20.036013793945312,50
0.19226917684758663,,,,,,,,,,201.32733154296875,9.341021416803954e-06,19.768511962890624,60
0.22431403965551772,,,,,,,,,,175.70355224609375,9.176276771004944e-06,18.43531494140625,70
0.25635890246344883,,,,,,,,,,152.1312713623047,9.011532125205931e-06,18.616087341308592,80
0.28840376527137995,,,,,,,,,,127.4167251586914,8.84678747940692e-06,17.165020751953126,90
0.320448628079311,,,,,,,,,,50.20381546020508,8.68204283360791e-06,18.272889709472658,100
0.35249349088724213,,,,,,,,,,53.673667907714844,8.517298187808897e-06,18.008973693847658,110
0.38453835369517325,,,,,,,,,,135.9969482421875,8.352553542009886e-06,18.229289245605468,120
0.41658321650310437,,,,,,,,,,74.53347778320312,8.187808896210874e-06,17.707928466796876,130
0.44862807931103543,,,,,,,,,,132.7322235107422,8.023064250411863e-06,17.647007751464844,140
0.48067294211896655,,,,,,,,,,78.19009399414062,7.85831960461285e-06,18.176351928710936,150
0.5127178049268977,,,,,,,,,,91.8271255493164,7.693574958813838e-06,17.39430389404297,160
0.5447626677348287,,,,,,,,,,101.4497299194336,7.528830313014827e-06,17.699957275390624,170
0.5768075305427599,,,,,,,,,,79.59058380126953,7.364085667215816e-06,17.636386108398437,180
0.608852393350691,,,,,,,,,,63.58964157104492,7.199341021416805e-06,17.589932250976563,190
0.640897256158622,,,,,,,,,,207.33412170410156,7.034596375617792e-06,17.2353515625,200
0.6729421189665532,,,,,,,,,,114.38307189941406,6.869851729818782e-06,17.14666748046875,210
0.7049869817744843,,,,,,,,,,121.6924057006836,6.70510708401977e-06,17.345516967773438,220
0.7370318445824153,,,,,,,,,,69.02420806884766,6.540362438220758e-06,17.013404846191406,230
0.7690767073903465,,,,,,,,,,144.34364318847656,6.375617792421747e-06,17.052342224121094,240
0.8011215701982776,,,,,,,,,,106.33965301513672,6.210873146622736e-06,17.140625,250
0.8011215701982776,0.4258517034068136,1.057065725326538,0.39440959633805295,0.4118298368298368,0.3927951923557124,0.0037,34.2503,29.138,7.299,,,,250
0.8331664330062087,,,,,,,,,,106.56172943115234,6.0461285008237235e-06,16.985897827148438,260
0.8652112958141398,,,,,,,,,,120.49620056152344,5.881383855024713e-06,17.487515258789063,270
0.8972561586220709,,,,,,,,,,52.498966217041016,5.7166392092257e-06,16.562619018554688,280
0.929301021430002,,,,,,,,,,74.63282775878906,5.551894563426689e-06,16.941909790039062,290
0.9613458842379331,,,,,,,,,,83.72284698486328,5.387149917627678e-06,16.946446228027344,300
0.9933907470458642,,,,,,,,,,92.72020721435547,5.222405271828665e-06,17.34813537597656,310
1.0224314039655518,,,,,,,,,,114.20470428466797,5.057660626029655e-06,16.348434448242188,320
1.0544762667734828,,,,,,,,,,95.12138366699219,4.892915980230643e-06,17.039535522460938,330
1.086521129581414,,,,,,,,,,99.83334350585938,4.728171334431631e-06,17.71942901611328,340
1.1185659923893452,,,,,,,,,,88.79313659667969,4.56342668863262e-06,17.399942016601564,350
1.1506108551972762,,,,,,,,,,92.84379577636719,4.398682042833608e-06,17.19043731689453,360
1.1826557180052073,,,,,,,,,,81.38702392578125,4.2339373970345965e-06,18.54655303955078,370
1.2147005808131384,,,,,,,,,,151.31678771972656,4.069192751235585e-06,16.936541748046874,380
1.2467454436210694,,,,,,,,,,82.42435455322266,3.904448105436573e-06,17.161221313476563,390
1.2787903064290007,,,,,,,,,,52.71373748779297,3.739703459637562e-06,16.718765258789062,400
1.3108351692369318,,,,,,,,,,59.570335388183594,3.5749588138385504e-06,16.445591735839844,410
1.3428800320448628,,,,,,,,,,56.66825485229492,3.4102141680395388e-06,16.6517578125,420
1.374924894852794,,,,,,,,,,136.9022979736328,3.2454695222405276e-06,16.83546142578125,430
1.406969757660725,,,,,,,,,,93.58345794677734,3.080724876441516e-06,17.376283264160158,440
1.4390146204686562,,,,,,,,,,84.73588562011719,2.9159802306425043e-06,17.661224365234375,450
1.471059483276587,,,,,,,,,,62.06861877441406,2.751235584843493e-06,16.98816833496094,460
1.5031043460845184,,,,,,,,,,112.5540771484375,2.5864909390444815e-06,17.153416442871094,470
1.5351492088924494,,,,,,,,,,56.33482360839844,2.42174629324547e-06,17.099095153808594,480
1.5671940717003805,,,,,,,,,,142.22789001464844,2.2570016474464582e-06,17.187948608398436,490
1.5992389345083118,,,,,,,,,,165.67947387695312,2.0922570016474466e-06,17.560455322265625,500
1.5992389345083118,0.4348697394789579,1.046311855316162,0.40684001165180517,0.41787462156471494,0.4061150514374983,0.0037,35.384,28.205,7.065,,,,500
1.6312837973162426,,,,,,,,,,116.2168197631836,1.927512355848435e-06,16.901275634765625,510
1.663328660124174,,,,,,,,,,96.90137481689453,1.7627677100494236e-06,17.79595031738281,520
1.695373522932105,,,,,,,,,,59.640708923339844,1.598023064250412e-06,16.880621337890624,530
1.727418385740036,,,,,,,,,,84.49813842773438,1.4332784184514003e-06,17.650733947753906,540
1.7594632485479673,,,,,,,,,,112.7076416015625,1.268533772652389e-06,17.874534606933594,550
1.7915081113558982,,,,,,,,,,138.3865203857422,1.1037891268533773e-06,16.561390686035157,560
1.8235529741638294,,,,,,,,,,71.3870620727539,9.390444810543659e-07,16.70050811767578,570
1.8555978369717605,,,,,,,,,,95.29241180419922,7.742998352553543e-07,16.634623718261718,580
1.8876426997796916,,,,,,,,,,67.6507568359375,6.095551894563427e-07,16.370524597167968,590
1.9196875625876226,,,,,,,,,,58.41780471801758,4.448105436573312e-07,16.769534301757812,600
1.9517324253955537,,,,,,,,,,148.55975341796875,2.8006589785831965e-07,16.74490966796875,610
1.983777288203485,,,,,,,,,,64.83172607421875,1.1532125205930809e-07,16.896583557128906,620
2.0,0.42985971943887774,1.0452646017074585,0.4072532404590949,0.4162530182900512,0.4043430850835226,0.0037,34.9347,28.568,7.156,,,,626
